CODE	FACULTY	NAME	STUDENT_COUNT
PSBA030	FF	Introduction to Work and Organizational Psychology	95
PSBA031	FF	Introduction to Clinical Psychology	70
PS_BA032	FF	Bachelor’s Thesis	0
PSBA032	FF	Bachelor’s Thesis	9
PS_BA033	FF	Bachelor's State Exam	0
PSBA033	FF	Bachelor's State Exam	10
PSBB002	FF	Some causes of school failure	20
PSBB004	FF	Psychosemantics	10
PSBB005	FF	Practice empirical research	8
PSBB012	FF	Psychology of Religion	20
PSBB017	FF	Work Experience with a Social Care Provider II	27
PSBB024	FF	Psychophysiology	38
PSBB029	FF	Working with children with autism spectrum disorder	10
PSBB031	FF	Historical and experimental practicum	25
PSBB035	FF	Self-experience Weekend with Art Therapy	14
PSBB038	FF	Career Kick-off	72
PSBB039	FF	Data analysis	1
PSBB041	FF	Conducting interview with clients in substitute care I	0
PSBB051	FF	Psychological Characteristics of Film Protagonists	26
PSBB054	FF	Student projects practice	21
PSBB056	FF	Physiology of the nervous system	51
PSBB059	FF	Modern technologies in psychological research	9
PSBB066	FF	Mental Illness in Movies	186
PSBB067	FF	Self-experience by coaching	8
PSBB068	FF	Argumentation seminar	20
PSBB072	FF	Current topics of child psychology and professional education	18
PSBB074	FF	Mental Illness - Children and Adolescents	212
PSBB075	FF	Eight Weeks with Mindfulness	21
PSBB076	FF	Psychology of physical activity	7
PSBB078	FF	Video Games in the Context of Psychological Research	20
PSBB079	FF	Psychological perspective on selected global challenges	12
PSBB080	FF	Stress management & Mindfulness	17
PSBB081	FF	The basics of effective communication	19
PSBB082	FF	Intercultural psychology	27
PSBB083	FF	Leisure activities for children and adolescents with ASD	8
PSBB084	FF	The use of artificial intelligence tools in psychology	27
PSBB086	FF	Foundations of wellbeing	20
PSBB087	FF	Psychology in Everyday Life: the Past, the Present and the Future	16
PSBB088	FF	Psychosocial support for people with autism spectrum disorder	13
PSBB089	FF	Art therapy	15
PSBB090	FF	Skills Development Training	20
PSBB091	FF	Socialization support for people with autism spectrum disorder	9
PSB_106	FF	Practice Teaching of Psychology at Secondary Schools	0
PSB_161	FF	Professional Spanish for Students of Psychology - work with specialized texts	0
PSB_162	FF	Professional Italian for Students of Psychology - work with specialized texts	0
PSDCJPR	FF	Foreign Language (Alternative A - Publication and Paper Presentation in FL)	1
PSD_CJPR1	FF	Foreign Language (Alternative A - Publication and Paper Presentation in FL)	0
PSD_CJPR2	FF	Foreign language (publication and paper in FL- variant A)	0
PSD_DP	FF	Doctoral dissertation	0
PSDDP	FF	Doctoral dissertation	3
PSD_DS1	FF	Doctoral Seminar I	0
PSDDS1	FF	Seminar for Doctoral Students I	7
PSD_DS2	FF	Seminar for Doctoral Students II	0
PSDDS2	FF	Seminar for Doctoral Students II	5
PSD_DS3	FF	Doctoral Seminar III	0
PSDDS3	FF	Seminar for Doctoral Students III	4
PSD_DS4	FF	Seminar for Doctoral Students IV	0
PSDDS4	FF	Seminar for Doctoral Students IV	5
PSD_DS5	FF	Doctoral Seminar V	0
PSDDS5	FF	Seminar for Doctoral Students V	6
PSD_DS6	FF	Seminar for Doctoral Students VI	0
PSDDS6	FF	Seminar for Doctoral Students VI	6
PSD_DS7	FF	Doctoral Seminar VII	0
PSDDS7	FF	Seminar for Doctoral Students VII	3
PSD_DS8	FF	Seminar for Doctoral Students VIII	0
PSDDS8	FF	Seminar for Doctoral Students VIII	2
PSD_KPS	FF	Clinical Psychology (Specialized discipline)	0
PSD_OPS	FF	General Psychology (Specialized discipline)	0
PSD_OP1	FF	Expert Publication I	0
PSDOP1	FF	Academic Publication I	2
PSD_OP2	FF	Expert Publication II	0
PSDOP2	FF	Academic Publication II	4
PSD_OR1	FF	Expert Read a Paper I	0
PSDOR1	FF	Conference Presentation I	3
PSD_OR2	FF	Expert Read a Paper II	0
PSDOR2	FF	Conference Presentation II	2
PSDPP1	FF	Pedagogical practice 1	4
PSDPP2	FF	Pedagogical practice 2	2
PSDPS	FF	Psychology	4
PSD_PSV1	FF	Research and study I	0
PSDPSV1	FF	Literature Review and Research I	5
PSD_PSV2	FF	Research and study II	0
PSDPSV2	FF	Literature Review and Research II	6
PSD_PSV3	FF	Research and study III	0
PSDPSV3	FF	Literature Review and Research III	6
PSD_PSV4	FF	Research and study IV	0
PSDPSV4	FF	Literature Review and Research IV	3
PSD_SDZ	FF	Doctoral State Exam	0
PSDSDZ	FF	Doctoral State Exam	6
PSD_SpP	FF	Special Lecture	0
PSDSpP1	FF	Special Lecture I	1
PSDSpP2	FF	Special Lecture II	2
PSD_SPS	FF	Social Psychology (Specialized discipline)	0
PSD_TDP	FF	Doctoral dissertation thesis	0
PSDTDP	FF	Doctoral Dissertation Summary	2
PSD_TMPS	FF	Theory and Methodology of Psychology	0
PSDTMPS	FF	Theory and Methodology of Psychology	5
PSD_TP1a	FF	Text preparation Ia	0
PSDTP1a	FF	Text Preparation Ia	5
PSD_TP1b	FF	Text preparation Ib	0
PSDTP1b	FF	Text Preparation Ib	6
PSD_TP1c	FF	Text preparation Ic	0
PSDTP1c	FF	Text Preparation Ic	7
PSD_TP1d	FF	Text preparation Id	0
PSDTP1d	FF	Text Preparation Id	5
PSD_TP2	FF	Text preparation II	0
PSDTP2	FF	Text Preparation II	5
PSDZSP	FF	Study Visit Abroad	2
PSD_ZSSP	FF	Semester Study Abroad Stay	0
PSMA001	FF	Psychological Assessment of Adults	77
PSMA002	FF	Clinical Psychology	77
PSMA003	FF	Educational Psychology	79
PSMA004	FF	Consulting and Counselling Psychology for Children and Adolescents	78
PSMA005	FF	Work and Organizational Psychology	77
PSMA006	FF	School Psychology	79
PSMA007	FF	Clinical Psychology of Children	70
PSMA008	FF	Psychological Assessment of Children and Adolescents	78
PSMA010	FF	Marital and Family Counselling	79
PSMA011	FF	Work Experience in Personnel Management	38
PSMA012	FF	Work Experience in Consulting/School Psychology	37
PSMA013	FF	Clinical Neuropsychology	84
PSMA015	FF	Psychiatry of Mental Disorders: Classification, Diagnosis, and Treatment	94
PSMA016	FF	Psychology Constructs: Theory and Methodology	73
PSMA017	FF	Master's Thesis Seminar I	51
PSMA018	FF	Work Experience in Marital/Family Counselling	33
PSMA019	FF	Work Experience in Clinical Psychology	35
PSMA020	FF	Practical Training in Clinical Psychological Assessment	26
PSMA021	FF	Master's Thesis Seminar II	20
PSMA022	FF	Master's Thesis	12
PSMA023	FF	Master`s State Exam	14
PSMA024	FF	Applied Work Psychology	80
PSMA025	FF	Psychotherapy I	79
PSMA026	FF	Psychotherapy of Children and Adolescents	68
PSMB003	FF	Data analysis	2
PSMB006	FF	Sexology casuistic seminar for psychologist	22
PSMB007	FF	Somatic psychotherapy - sanotherapy	12
PSMB008	FF	Logotherapy	18
PSMB013	FF	Practice empirical research I	6
PSMB014	FF	Empirical research: practical classes II	2
PSMB017	FF	Didactics of psychology I	13
PSMB020	FF	Psychology of religion	9
PSMB029	FF	Factor analysis	5
PSMB033	FF	Introduction to ROR	16
PSMB037	FF	Didactics of psychology II	0
PSMB038	FF	Development center	9
PSMB039	FF	Theory and practice of imprisonment	30
PSMB044	FF	Law in Clinical Psychology	13
PSMB049	FF	Introduction to Coaching for Psychologists	22
PSMB054	FF	Crisis intervention	15
PSMB059	FF	Student projects practice	6
PSMB061	FF	Family Psychotherapy in Clinical Practice	10
PSMB062	FF	Modern technologies in psychological research	7
PSMB071	FF	Psychology of physical activity	18
PSMB072	FF	Sport psychology I	14
PSMB074	FF	Eight Weeks with Mindfulness	17
PSMB078	FF	Theory and practice of self-determination	12
PSMB079	FF	Exner comprehensive system in clinical practice	15
PSMB080	FF	How to work with the class	19
PSMB081	FF	The use of artificial intelligence tools in psychology	36
PSMB083	FF	ADHD in adulthood	19
PSMB084	FF	Corporate development and education: Competence of a psychologist	13
PSMB085	FF	Sex, sexuality, gender, and identity I	21
PSMB086	FF	Sex, sexuality, gender, and identity II	15
PSMB087	FF	Development center - theory nad practice	9
PSMB088	FF	Case study seminar	20
PSMB089	FF	Working with dreams in group	13
PTDS01	FF		0
PTDS02	FF		1
PTDS03	FF		0
PTDS10	FF	Theory and History of Polish Literature	0
PTDS11	FF	Specialisation According to the Subject of the Thesis	0
PTDS12	FF	Comparative History of Slavonic Literatures	0
PTDS21	FF		0
PTDS22	FF		0
PTDS25	FF	Research and Study I	0
PTDS26	FF	Theory and History of West Slavonic Literatures	0
PTDS29	FF	Polish Modernism and Postmodernism	0
PTDS30	FF	Doctoral Seminar	0
PTDS43	FF	The Published Special Text in the Czech Special Periodical or Volume (Proceedings)	0
PTDS44	FF	The Published Special Text in the Foreign Special Periodical or Volume (Proceedings)	0
PTDS45	FF	Participation With One's Own Contribution in the Special Conference in the Czech Republic	0
PTDS46	FF	Participation With One's Own Contribution in the Special Conference abroad	0
PTDS55	FF	Doctoral Dissertation Thesis	0
PTDS56	FF	Doctoral Dissertation Thesis	0
PVDZK	FF	Doctoral State Examination	2
PVD01	FF	Historical Methodology 1	3
PVD02	FF	Historical Methodology 2	2
PVD03	FF	Conference Paper 1	3
PVD04	FF	Consultation with a Foreign Specialist in the Field	2
PVD05	FF	Presentation at an International Conference	0
PVD06	FF	Doctoral Seminar 1	1
PVD07	FF	Doctoral Seminar 2	1
PVD08	FF	Doctoral Seminar 3	1
PVD09	FF	Semester Study Visit Abroad	0
PVD10	FF	Writing Seminar 1	2
PVD11	FF	Doctoral Reading	0
PVD12	FF	Writing Seminar 2	6
PVD13	FF	Doctoral Dissertation Thesis	1
PVD14	FF	Doctoral Dissertation	0
PVD15	FF	Scholarly Publication 1	3
PVD16	FF	Scholarly Publication 2	0
PVD17	FF	Scholarly Publication 3	0
PVD18	FF	Conference Paper 2	5
PVD19	FF	Conference Paper 3	1
PVD20	FF	Supplementary Activity	1
PVH_GEKU	FF	Genealogy course	24
PVH_KG	FF	Kurent (not only) for genealogists	20
PV_SB	FF	Scriptorium Brunense. The summer school of auxiliary historical sciences	0
PV1A261	FF	Bachelor of Arts Dissertation	0
PV1A300	FF	Introduction to the Study of Historical Sciences	9
PV1A301	FF	Introduction to the Study of Auxiliary Historical Sciences	9
PV1A302	FF	Historical Sources and their Interpretation	5
PV1A303	FF	Introduction to pre-modern history I	17
PV1A304	FF	Introduction to pre-modern history II	9
PV1A306	FF	Latin I	8
PV1A307	FF	Latin II	6
PV1A308	FF	Latin III	11
PV1A309	FF	German IV	10
PV1A310	FF	Latin Script and Book Culture in Antiquity and the Early Middle Ages	12
PV1A311	FF	Latin Script and Book Culture in the Middle Ages I (800-1200)	8
PV1A311a	FF	Lecture on Latin Script in the Middle Ages I	10
PV1A312	FF	Latin Script and Book Culture in the Middle Ages II (1200-1500)	11
PV1A312a	FF	Lecture on Latin Script in the Middle Ages II	14
PV1A313	FF	Latin Script in Modern Age	10
PV1A313a	FF	Lecture on Modern Age Script	10
PV1A314	FF	Book Culture in the Middle Ages and Modern Period	16
PV1A315	FF	Introduction to Diplomatics	8
PV1A316	FF	Medieval Diplomatics	11
PV1A317	FF	Modern Diplomatics I	11
PV1A318	FF	Modern Diplomatics II	4
PV1A320	FF	Chronology and Metrology	7
PV1A321	FF	Sphragistics, Heraldry and Genealogy	13
PV1A322	FF	Numismatics	12
PV1A324	FF	Iconography	19
PV1A325	FF	Seminar on Epigraphy	8
PV1A326	FF	The Science of Sources	8
PV1A327	FF	Historical Topography	7
PV1A328	FF	Digital Humanities for Auxiliary Historical Sciences	10
PV1A329	FF	Practical Experience in Memory Institutions I	6
PV1A330	FF	State Administration until 1526	6
PV1A331	FF	State Administration 1526-1790	3
PV1A337	FF	Czech Legal History of the Middle Ages	10
PV1A338	FF	Early Modern Age Czech Legal History	3
PV1A343	FF	Medieval History of Western Europe	2
PV1A344	FF	Medieval History of the Czech Lands	2
PV1A345	FF	History of the Early Modern Age in Western Europe	3
PV1A346	FF	History of the Early Modern Age in the Czech Lands	5
PV1A350	FF	Bachelor's Dissertation Seminar	2
PV1A351	FF	Bachelor of Arts Dissertation	0
PV1A352	FF	Bachelor of Arts Examination	3
PV1B100	FF	Czech Medieval Sources	4
PV1B105	FF	Medieval Archaeology	2
PV1B108	FF	Interpretation of Historical Legal Texts II	7
PV1B129	FF	Mediaeval Czech Diplomatics	3
PV1B130	FF	Seminar on Sphragistics and Heraldry	18
PV1B132	FF	Chapters in the History of Monastic Institutions in the Czech Lands	30
PV1B133	FF	German I	16
PV1B134	FF	German II	18
PV1B135	FF	German III	17
PV1B138	FF	Latin IV	5
PV1B139	FF	Scriptorium Brunense. The summer school of auxiliary historical sciences	7
PV1B141	FF	Reading Diplomatic Sources of Late Medieval Czech Lands	15
PV1B142	FF	Practical Experience in a Foreign Memory Institution	24
PV1B147	FF	The Art of Book illumination in the Lands of the Bohemian Crown ca. 1400-1500	6
PV1B148	FF	Early Modern Nunciatures: Diplomacy and Diplomats at the Service of the Papacy	10
PV1B33	FF	Interpretation of historical legal texts.	7
PV1B67	FF	Faleristics and Vexillology	13
PV1B69	FF	The Czech Lands in the Middle Ages	3
PV2A300	FF	Editions of Medieval Diplomatic Sources I	0
PV2A301	FF	Editions of Middle Age Diplomatic Material II	3
PV2A302	FF	Editions of Modern Age Dipl. Material	1
PV2A303	FF	Seminar on Editing	4
PV2A304	FF	Seminar on Medieval Diplomatics and Sphragistics	2
PV2A305	FF	Seminar on Modern Diplomatics	2
PV2A306	FF	Interpretative Seminar I – Scriptoria and Offices	4
PV2A307	FF	Interpretative Seminar II – Imperial Diplomatics	4
PV2A308	FF	Registry Editing Techniques	4
PV2A309	FF	Seminar on Codicology	3
PV2A310	FF	Auxiliary Historical Sciences – German Terminology	3
PV2A313	FF	Medieval German and the Fundamentals of the Development of the Language	7
PV2A314	FF	Early Modern and Modern German	3
PV2A315	FF	Master's Dissertation Seminar I	2
PV2A316	FF	Master's Dissertation Seminar II	2
PV2A317	FF	Master of Arts Dissertation	0
PV2A318	FF	Master of Arts Examination	1
PV2B101	FF	Reading German Medieval Charters II – Private Charters	4
PV2B105	FF	Medieval Fridays: selected issues from Medieval history from an interdisciplinary perspective	7
PV2B110	FF	Digital Codicology and Palaeography	2
PV2B113	FF	Sigismund of Luxembourg: A Medieval Ruler on the Threshold of Modern Times III	5
PV2B200	FF	From the source to the written text.New trends in hist.methodology and their applic. in research I	2
PV2B201	FF	From the source to the written text II.New trends in hist.methodology and their appl.in research II	1
PV2B202	FF	Practical Experience in Memory Institutions II	1
REBcSZk	FF	B. A. State Exam in the Modern Greek Language and Literature	0
REBc01	FF	Introduction to Modern Greek Studies	17
REBc03	FF	Modern Greek Grammar I	17
REBc04	FF	Modern Greek Grammar II	10
REBc05	FF	Modern Greek Grammar III	5
REBc06	FF	Modern Greek Grammar IV	3
REBc07	FF	Practical Language I	16
REBc08	FF	Practical Language II	10
REBc09	FF	Practical Language III	5
REBc10	FF	Practical Language IV	3
REBc11	FF	Practical Language V	1
REBc12	FF	Practical Language VI	1
REBc13	FF	Classical Greek for Students of Modern Greek I	0
REBc14	FF	Classical Greek for Students of Modern Greek II	1
REBc15	FF	Syntax of Modern Greek I	2
REBc16	FF	Syntax of Modern Greek II	1
REBc19	FF	Greek Culture I	9
REBc20	FF	Greek Culture II	2
REBc21	FF	Literary Seminar I	3
REBc22	FF	Literary Seminar II	2
REBc27	FF	Modern Greek Orthography	6
REBc29	FF	Translation Seminar for Bc.	1
REBc33	FF	Selected Topics in Greek History of the 20th Century	11
REBc34	FF	Selected Topics in Greek History of the 20th Century II	6
REBc36	FF	Intensive Study Seminar	6
REBc37	FF	Internship	0
REBc38a	FF	Major (Diploma) B. A. Thesis Seminar I	1
REBc38b	FF	Major (Diploma) B. A. Thesis Seminar II	0
REBc39	FF	Bachelor’s Thesis	0
REBc43	FF	Images of the Balkans in Modern Greek Literature	5
REBc45	FF	The series To nisi in the teaching of Modern Greek	1
REBc50	FF	Ancient Myths in Contemporary European Literature	16
REKP01	FF	Cultural and Natural Heritage of Greece: from Antiquity to the Present I	5
REKP02	FF	Cultural and Natural Heritage of Greece: from Antiquity to the Present II	5
REMgr06	FF	History of the Modern Greek Language I	5
REMgr07	FF	History of the Modern Greek Language II	2
REVMp01	FF	Course of the Modern Greek Language - Pre-Intermediate	0
REVP01	FF	Course of the Modern Greek Language - Advanced (online)	6
REVSp01	FF	Course of the Modern Greek Language - Intermediate (online)	6
REVZ01	FF	Course of the Modern Greek Language - Beginners	12
RJA344	FF	Bachelor’s Minor Thesis	0
RJA399	FF	State Bachelors Examination	0
RJPGK1	FF	Russian Language for Teachers I	10
RJPGK2	FF	Russian Language for Teachers II	10
RJUPP01J	FF	Teaching Practice I	2
RJUPP01S	FF	Teaching Practice I	2
RJUPP02J	FF	Teaching Practice II	5
RJUPP02S	FF	Teaching Practice II	2
RJUPP03J	FF	Teaching Practice III	5
RJUPP03S	FF	Teaching Practice III	2
RJURS01J	FF	Reflective seminar I	2
RJURS01S	FF	Reflective seminar I	2
RJURS02J	FF	Reflective seminar II	5
RJURS02S	FF	Reflective seminar II	2
RJURS03J	FF	Reflective seminar III	5
RJURS03S	FF	Reflective seminar III	2
RJU_10	FF	Didactics of Russian I	4
RJU_11	FF	Didactics of Russian II	4
RJU_12	FF	Didactical and Methodological Conference	5
RJU_13	FF	Rhetoric for Teachers	6
RJU_14	FF	Guided Readings for Teaching Literature at Upper Secondary School	5
RJU_15	FF	Independent Readings	2
RJU_16	FF	Independent Readings for Double-Subject Study	2
RJU_17	FF	Russian Language Acquisition in the New Civilizational Paradigm	5
RJU_20	FF	Master’s Diploma Thesis Seminar I	6
RJU_21	FF	Master’s Diploma Thesis Seminar II	1
RJU_25	FF	Master’s Diploma Thesis	2
RJU_30	FF	State Final Examination	2
RJv010	FF	Technical Issues of Preparing and Writing of a Dissertation	0
RJ_01	FF	Russian for Beginners I	94
RJ_01Eng	FF	Russian for Beginners	20
RJ_02	FF	Russian for Beginners II	45
RJ_02Eng	FF	Russian for Beginners II	5
RJ_09	FF	Russian for Slavists and Beginners III	7
RJ_10	FF	Russian for Slavists and Beginners IV	5
RLBcA001	FF	Introduction to the Study of Religions	50
RLBcA002	FF	Buddhism I	88
RLBcA003	FF	Buddhism II	35
RLBcA004	FF	Indian Religions	31
RLBcA005	FF	Judaism	39
RLBcA006	FF	Christianity I	88
RLBcA007	FF	Christianity II	37
RLBcA008	FF	Islam	51
RLBcA009	FF	Religions of the Ancient Mediterranean and Near East	90
RLBcA010	FF	Current Religious Situation in the Czech Republic	29
RLBcA012	FF	History of the Study of Religions	23
RLBcA013	FF	Introduction to Research Methodology in the Study of Religions	28
RLBcA014	FF	Bachelor's Thesis Seminar I	5
RLBcA015	FF	Bachelor's Thesis Seminar II	10
RLBcA016	FF	Bachelor's Thesis Seminar III	0
RLBcA023	FF	Religion in Historical and Comparative Perspectives	26
RLBcA024	FF	Religion in Sociological/Anthropological Perspectives	15
RLBcA025	FF	Religion in Cognitive/Psychological Perspectives	11
RLBcA100	FF	Final Bachelor's Examination Seminar	1
RLBcB016	FF	Christianity and Heresies	20
RLBcB035	FF	Maya, Aztec and Inca Religions	53
RLBcB041	FF	Biblical Archaeology	12
RLBcB052	FF	Creationism and Evolutionism	44
RLBcB112	FF	Hebrew I	24
RLBcB113	FF	Hebrew II	10
RLBcB215	FF	Religion in Poland	9
RLBcB238	FF	Greek Religion	58
RLBcB254	FF	Contemporary Indian Christianity	15
RLBcB301	FF	Proseminar for the Introduction to the Study of Religions	32
RLBcB303	FF	Study Trip in Religion	44
RLBcB405	FF	Religion and Violence	121
RLBcB510	FF	Neopaganism	51
RLBcB523	FF	Evolutionary Approaches to the Study of Religion	15
RLBcB530	FF	Christianization of Europe	12
RLBcB536	FF	Study Trip in Religion to Brno	17
RLBcB546	FF	Buddhism and violence	19
RLBcB547	FF	Monasticism beyond the monastery: religious life and society in the medieval West	5
RLBcB551	FF	The scientific research of religious experiences	9
RLBcB556	FF	Semester study abroad	0
RLBcB557	FF		0
RLBcB558	FF	Transformations of Atheism	22
RLBcB559	FF	Yoga, Immortality and Freedom	59
RLBcB600	FF	Magic and Witchcraft in Anthropological Perspective	22
RLBcKA001	FF	Introduction to the Study of Religions	22
RLBcKA002	FF	Buddhism I	22
RLBcKA003	FF	Buddhism II	12
RLBcKA004	FF	Indian Religions	22
RLBcKA006	FF	Christianity I	23
RLBcKA007	FF	Christianity II	13
RLBcKA009	FF	Religions of the Ancient Mediterranean and Near East	17
RLBcKA013	FF	Introduction to Research Methodology in the Study of Religions	13
RLBcKA014	FF	Bachelor's Thesis Seminar I	1
RLBcKA015	FF	Bachelor's Thesis Seminar II	9
RLBcKA016	FF	Bachelor's Thesis Seminar III	3
RLBcKA023	FF	Religion in Historical and Comparative Perspectives	21
RLBcKA025	FF	Religion in Cognitive/Psychological Perspectives	21
RLBcKA100	FF	Final Bachelor's Examination Seminar	4
RLBcKB301	FF	Proseminar for the Introduction to the Study of Religions	19
RLBcP	FF	Bachelor's Thesis in Religion	4
RLB666	FF	The End of the World	155
RLDrA01	FF	Doctoral Seminar I: Dissertation Research Project	1
RLDrA02	FF	Doctoral Seminar II: Article Project	1
RLDrA03	FF	Presentation Skills in English	2
RLDrA04	FF	Writing a Grant Application	2
RLDrA05	FF	Published Review	1
RLDrA06	FF	Writing Skills in English	3
RLDrA07	FF	Local Conference Participation	1
RLDrA08	FF	Teaching the Study of Religion	2
RLDrA09	FF	Draft Article	5
RLDrA10	FF	Doctoral Seminar III: Theory and Method	3
RLDrA11	FF	International Conference Participation	5
RLDrA12	FF	Doctoral Seminar IV: Advanced Dissertation Draft	2
RLDrA13	FF	International Research Stay	0
RLDrA14	FF	Doctoral Seminar V: Internal Review and Dissertation Submission	3
RLDrA15	FF	Published Article	2
RLDrA16	FF	Doctoral Seminar VI: Postdoctoral Perspectives	0
RLDrC01	FF	Bachelor Course Preparation	0
RLDrC02	FF	Extended Dissertation Research	0
RLDrOb	FF	Dissertation Defense	0
RLDrZk	FF	Doctoral State Exam	1
RLMgA001	FF	Introduction to MA Study of Religions	0
RLMgA002	FF	Typology and Taxonomy in the Study of Religions	5
RLMgA003	FF	Myth and Ritual	2
RLMgA004	FF	Power, Authority, Tradition	9
RLMgA005	FF	Religion and the Body	12
RLMgA018	FF	Master's Thesis Seminar I	2
RLMgA019	FF	Master's Thesis Seminar II	3
RLMgA020	FF	Master's Thesis Seminar III	1
RLMgA021	FF	Master's Thesis Seminar IV	1
RLMgA501	FF	Introduction to MA Study of Religions	12
RLMgA502	FF	Research management in the Study of religions	13
RLMgA503	FF	Myth and Ritual	8
RLMgA504	FF	Theory of religion	11
RLMgA518	FF	Master's Thesis Seminar I	11
RLMgA519	FF	Master's Thesis Seminar II	0
RLMgA520	FF	Master's Thesis Seminar III	0
RLMgA521	FF	Master's Thesis Seminar IV	0
RLMgB155	FF	Reading of Sanskrit Religious Texts I	1
RLMgB555	FF		0
RLMgB556	FF		0
RLMgB601	FF	Behavioral Measurements in the Study of Religion	7
RLMgB603	FF	Historicity of religious figures: Jesus and Buddha	7
RLMgB605	FF	Digital data in the Study of Religions: from catalogue to table and graph	4
RLMgB608	FF	Visuality and religion	7
RLMgB610	FF	Network Approaches in the Study of Premodern Religious Traditions	5
RLMgB611	FF	Survey methods in the study of contemporary religious beliefs and practices	5
RLMgP	FF	Master's Thesis in Religion	1
RLSBcSZk	FF	Bachelor's State Exam in Latin or Classical Greek	3
RLS001	FF	Greek Grammar I	10
RLS002	FF	Greek Grammar II	12
RLS003	FF	Greek Grammar III	8
RLS004	FF	Greek Grammar IV	2
RLS007	FF	Reading Xenophon	7
RLS010	FF	Reading Ancient Greek Texts	0
RLS011	FF	Classical Greek Literature: From Homer to Euripides	39
RLS012	FF	Classical Greek Literature: Attic Prose and Hellenistic Period	19
RLS018	FF	Women and Private Life in Ancient Greece	121
RLS020	FF	Love and Sex in the ancient Greece	126
RLS021	FF	The Beginnings of Greek Philosohy: Presocratics and Sophists	13
RLS022	FF	Classical Greek Philosophy: Socrates, Plato, Aristotle	23
RLS027	FF	Introduction to the New Testament	24
RLS029	FF	Gynaecology in the Ancient World	65
RLS032	FF	Individual Reading of Plato: Phaedo	2
RLS033	FF	Individual Reading of Sophocles: Antigone	0
RLS041	FF	New Testament Geek	5
RLS042	FF	New Testament Greek II	1
RLS101	FF	Latin Grammar I	11
RLS102	FF	Latin Grammar II	8
RLS103	FF	Latin Grammar III	5
RLS104	FF	Latin Grammar IV	2
RLS105	FF	Latin Grammar V	5
RLS107	FF	Latin Stylistics	2
RLS109	FF	Tutorium for Latin Grammar I	3
RLS110	FF	Tutorium for Latin Grammar II	1
RLS202	FF	Reading Seminar (Caesar)	7
RLS203	FF	Reading Seminar (Ovidius)	3
RLS204	FF	Reading Seminar (Cicero)	2
RLS205	FF	Reading Seminar (Vergil, Ovid)	4
RLS207	FF	Individual Reading of Ovid	1
RLS208	FF	Individual Reading of Sallust	1
RLS209	FF	Reading Medieval Latin texts	5
RLS301	FF	Roman Literature of the Republic: from Livius Andronicus to Cicero	16
RLS302	FF	Roman Literature: Augustan and Nero's Age	10
RLS303	FF	Essentials of Medieval Literature	20
RLS307	FF	Dramatization of Latin texts	31
RLS401	FF	Classical Mythology: Gods	304
RLS402	FF	Classical Mythology: Heroic myths	179
RLS404	FF	Languages and Writing Systems of the Ancient Mediterranean (Italy)	3
RLS405	FF	Roman Religions	20
RLS406	FF		6
RLS452	FF	Summer School of Classical Studies	0
RLS501	FF	Introduction to Classical Philology I	13
RLS502	FF	Introduction to Classical Philology II	11
RLS503	FF	Bachelor's Thesis Seminar I	1
RLS504	FF	Bachelor's Thesis Seminar II	0
RLS506	FF	Bachelor's Thesis	2
RLS605	FF	Latin Translations of Czech and World-wide Bestsellers	4
RLS616	FF	Wroclaw Schools	1
RLS620	FF	Easy and fast to become a Roman	0
RLZkB	FF	Final Bachelor's Examination	5
RLZkM	FF	Final Master's Examination	1
ROMDAK1	FF	Supplementary Activity I	1
ROMDAK2	FF	Supplementary Activity II	1
ROMDCJ_VA2	FF	Other Romance language	0
ROMDH001	FF	Research Seminar - Departmental Series	0
ROMDJA1	FF	History of Romance Languages	2
ROMDJA2	FF	Dějiny lingvistiky	0
ROMDJK	FF	Multilingualism and cultural interfaces	1
ROMDLI1	FF	Romance Literatures: Comparative Approach	0
ROMDLI2	FF	Introduction to Criticism	0
ROMDOP01	FF	Scientific paper I	0
ROMDOP02	FF	Scientific paper II	4
ROMDOP03	FF	Scientific paper A	0
ROMDOP04	FF	Scientific paper B	0
ROMDP	FF	Doctoral Thesis	3
ROMDPP	FF	Research meetings for departmental lecturers	0
ROMDR1	FF	Scholarly paper - conference presentation I	1
ROMDR2	FF	Scholarly paper - conference presentation II	4
ROMDR3	FF	Scholarly paper - conference presentation III	0
ROMDSEM	FF	Reading Bourdieu	2
ROMDSPVJ	FF	Research and Study	0
ROMDSPVL	FF	Research and Study	0
ROMDTDP	FF	Doctoral Thesis Abstract	2
ROMDTP1	FF	Writing seminar I	1
ROMDTP2	FF	Writing seminar II	0
ROMDTP3	FF	Writing seminar III	2
ROMDTP4	FF	Writing seminar IV	12
ROMDVP1	FF	Optional lecture I	0
ROMDVP2	FF	Optional lecture II	2
ROMDVP3	FF	Optional lecture III	0
ROMDVP4	FF	Optional lecture IV	0
ROMDZKJ	FF	Doctoral Exam	1
ROMDZKL	FF	Doctoral Exam	1
ROMDZS	FF	Research and Study Stay I	4
ROMDZS2	FF	Research and Study Stay II	3
ROMDZS3	FF	Research and Study Stay III	1
ROMDZS4	FF	Research and Study Stay IV	0
ROMGC	FF	Allocation of a grant	0
ROMIA051	FF	Italic and Romance languages	9
ROMJASEM1	FF	Post-graduate seminar I	2
ROMJASEM2	FF	Post-graduate seminar II	0
ROMJASEM3	FF	Post-graduate seminar III	0
ROMJASEM4	FF	Post-graduate seminar IV	0
