CODE	FACULTY	NAME	STUDENT_COUNT
MKJ_VTJ2	ESF	Entrance Test for a Language Course II	0
MKM_MAT2	ESF	Mathematics	21
MKP_PRFI	ESF	Legal investor protection	17
MKP_PRPR	ESF	Labour Law	1
MKR_DIS1	ESF	Diploma Thesis Seminar 1	12
MKR_DIS2	ESF	Diploma Thesis Seminar 2	5
MKR_EARR	ESF	Environmental aspects of regional development	21
MKR_FIUC	ESF	Finance of Territorial Units	17
MKR_MRMR	ESF	Urban and Regional Development Management	24
MKR_MVRR	ESF	Research methods in regional development	23
MKR_ORKH	ESF	Protection and Regeneration of Cultural Values in Teritory	30
MKR_PCER	ESF	Tourism Policies	6
MKR_PCEU	ESF	Project Cycle in the EU	18
MKR_PRRL	ESF	Programmes of Regional and Community Development	14
MKR_RAMM	ESF	Regional and urban marketing	17
MKR_RAPP	ESF	Development and support of enterprise	27
MKR_REP2	ESF	Regional Economics II	18
MKR_RKVS	ESF	Management and control in public administration	11
MKR_TEDP	ESF	Diploma Thesis	5
MKV_AKVS	ESF	Auditing and Controling in Public Sector	23
MKV_ANVP	ESF	Public policy analysis	19
MKV_DIS1	ESF	Diploma Thesis Seminar 1	11
MKV_DIS2	ESF	Diploma Thesis Seminar 2	3
MKV_EKKU	ESF	Cultural Policy	61
MKV_EKSP	ESF	Sport Policy	10
MKV_ESZS	ESF	Social Security and Social Services	18
MKV_MAUD	ESF	Management accounting and taxes in the nonprofit sector	47
MKV_MZVS	ESF	Research methods in the public sector	20
MKV_ORCH	ESF	Organisational Behaviour	16
MKV_RKMD	ESF	Communication and Managerial Skills Training	21
MKV_RVVS	ESF	Public Management	32
MKV_TEDP	ESF	Diploma Thesis	6
MKV_VEF2	ESF	Public Finance II	21
MKV_VES2	ESF	Public Administration II	30
MKV_VEVO	ESF	Public Choice	24
MKV_VZVP	ESF	Design, evaluation and implementation of public projects	18
MPE_ACMA	ESF	Seminar in macroeconomics	25
MPE_ACMI	ESF	Seminar in microeconomics	37
MPE_ADS1	ESF	Diploma seminar 1	0
MPE_ADS2	ESF	Diploma seminar 2	1
MPE_ADTH	ESF	Diploma thesis assignment	2
MPE_AMA2	ESF	Macroeconomics 2	34
MPE_AMEM	ESF	Applied Macroeconomic Modelling	33
MPE_AMI2	ESF	Microeconomics 2	46
MPE_APIS	ESF	Applied identification strategies	40
MPE_APRE	ESF	Applied predictive modelling in credit risk	19
MPE_AVED	ESF	Analysis and Visualization of Economic Data	56
MPE_BAAN	ESF	Bayesian analysis	48
MPE_BEEK	ESF	Behavioral economics	26
MPE_CMAE	ESF	Seminar in Macroeconomics	146
MPE_CMIE	ESF	Seminar in Microeconomics	226
MPE_DAAR	ESF	Data analysis in R for practical use	38
MPE_DAR2	ESF	Data analysis in R for practical use 2	29
MPE_DET2	ESF	History of Economic Theory 2	26
MPE_DIS1	ESF	Diploma Thesis Seminar 1	63
MPE_DIS2	ESF	Diploma Thesis Seminar 2	27
MPE_EAEI	ESF	Economic Aspects of European Integration	6
MPE_ECNM	ESF	Econometrics	18
MPE_ECTR	ESF	Economics of Transition	4
MPE_EKEI	ESF	Economics of European Integration	26
MPE_EKON	ESF	Econometrics	68
MPE_EKTR	ESF	Economics of Transition	22
MPE_ERPO	ESF	European Rail Policy	1
MPE_HOD2	ESF	Economic History 2	31
MPE_HOP2	ESF	Economic Policy 2	61
MPE_IORG	ESF	Industrial organization	30
MPE_LAWE	ESF	Law & Economics	12
MPE_MAE2	ESF	Macroeconomics 2	361
MPE_MAMO	ESF	Macroeconomic modelling	38
MPE_MATL	ESF	MATLAB	8
MPE_MEEK	ESF	International Economics	60
MPE_MIE2	ESF	Microeconomics 2	372
MPE_MIVS	ESF	Microeconomics	8
MPE_MPVS	ESF	Macroeconomics	8
MPE_PHOP	ESF	Practical economic policy	24
MPE_PRAC	ESF	Practical Training	0
MPE_PRAX	ESF	Internships	5
MPE_PROJ	ESF	Project	0
MPE_PSAB	ESF	Lectures with graduates	20
MPE_PSDA	ESF	Working with data	27
MPE_SOEK	ESF	Competition Economics 1	32
MPE_SOE2	ESF	Competition Economics 2	22
MPE_TEDP	ESF	Diploma thesis	24
MPE_TIAP	ESF	Transport Investment Appraisal	9
MPE_TREN	ESF	Transport economics	22
MPE_VPAM	ESF	Selected parts of applied mathematics	32
MPE_ZMAT	ESF	Basics of MATLAB	27
MPF_AACC	ESF	International Accounting	24
MPF_AAUD	ESF	Auditing	19
MPF_ACP1	ESF	The Security Analysis	41
MPF_ADS1	ESF	Diploma seminar 1	7
MPF_ADS2	ESF	Diploma seminar 2	7
MPF_ADTH	ESF	Diploma thesis assignment	9
MPF_AFAP	ESF	Corporate Finance	35
MPF_AFII	ESF	Financial investments	18
MPF_AIFI	ESF	International Finance	19
MPF_AIIF	ESF	AI in Finance	53
MPF_APFE	ESF	Applied Financial Econometrics	11
MPF_APOT	ESF	Portfolio Theory	17
MPF_ASAN	ESF	Security Analysis	19
MPF_ATAX	ESF	Taxation	22
MPF_AUDI	ESF	Auditing	46
MPF_DIS1	ESF	Diploma Thesis Seminar 1	53
MPF_DIS2	ESF	Diploma Thesis Seminar 2	19
MPF_EARB	ESF	Bank Management	42
MPF_EARP	ESF	Insurance economics and management	48
MPF_FIDE	ESF	Financial Derivatives	29
MPF_FIFI	ESF	Corporate Finance	103
MPF_FIIN	ESF	Financial Investment	26
MPF_ICTU	ESF	ICT in accounting	53
MPF_MEZF	ESF	International Finance	38
MPF_MUST	ESF	International Financial Reporting	93
MPF_NEPD	ESF	Indirect taxes	40
MPF_POJ2	ESF	Insurance Industry 2	12
MPF_PRAC	ESF	Practical Training	1
MPF_PRAX	ESF	Internships	9
MPF_PRID	ESF	Direct taxes	50
MPF_PZOZ	ESF	Preparation for broker's exams	26
MPF_RDFT	ESF	Regulation and Supervision of Financial Markets	16
MPF_RRFI	ESF	Risk management of financial institutions	25
MPF_STPA	ESF	Financial Derivatives	8
MPF_TEDP	ESF	Master Thesis	20
MPF_TEPO	ESF	Portfolio Theory	46
MPF_UFII	ESF	Accounting of financial institutions	38
MPF_UOKK	ESF	Business accounting and consolidation	70
MPH_ACMS	ESF	Corporate Management System	22
MPH_ACOP	ESF	Consultancy Project	24
MPH_ADS1	ESF	Diploma seminar 1	12
MPH_ADS2	ESF	Diploma seminar 2	21
MPH_ADTH	ESF	Diploma thesis assignment	12
MPH_AIMA	ESF	International Management	65
MPH_AINT	ESF	International Trade	20
MPH_AOPR	ESF	Operations Research and ERP	14
MPH_BUPA	ESF	Business Process Analysis	39
MPH_BUPR	ESF	Business Projects	1
MPH_CCRM	ESF	Cloud CRM	12
MPH_CONT	ESF	Controlling and business intelligence	35
MPH_COSR	ESF	Corporate Social Responsibility	18
MPH_CSMR	ESF	Business Research	36
MPH_DIBM	ESF	Digital innovation of business models	21
MPH_DIS1	ESF	Diploma Thesis Seminar 1	58
MPH_DIS2	ESF	Diploma Thesis Seminar 2	33
MPH_DMSM	ESF	Strategic Digital Marketing	43
MPH_EHMR	ESF	Human Resources Management: Lectures	9
MPH_EVPP	ESF	Empirical research for business practice	94
MPH_HRMP	ESF	Human Resource Management Practices	16
MPH_IMAR	ESF	International Marketing	28
MPH_INMG	ESF	Innovation management	16
MPH_INST	ESF	Information strategy	24
MPH_MAKK	ESF	Marketing comunication	27
MPH_MARF	ESF	Marketing	0
MPH_MEOB	ESF	International Trade	33
MPH_MIDA	ESF	Management in the Digital Age	50
MPH_MZPO	ESF	Management consulting	17
MPH_OBDO	ESF	Business skills and negotiation	24
MPH_OEUR	ESF	Organizational ethics and sustainable development	85
MPH_ORBE	ESF	Organizational Behavior	27
MPH_PEMA	ESF	Personnel Management	4
MPH_PODN	ESF	Business	34
MPH_PRAC	ESF	Practical Training	6
MPH_PRAX	ESF	Internships	50
MPH_PRMG	ESF	Project management	19
MPH_PROJ	ESF	Project	0
MPH_RLIZ	ESF	Human Resources Management	57
MPH_SGTR	ESF	Sustainable Global Trade	4
MPH_SOMA	ESF	Operations Management	24
MPH_SPOF	ESF	Corporate Social Responsibility	23
MPH_STMA	ESF	Strategic Management	19
MPH_STMG	ESF	Strategic management	96
MPH_SYRP	ESF	Corporate Management Systems	88
MPH_TBIN	ESF	Theories of Business Informatics	24
MPH_TEDP	ESF	Master Thesis	34
MPH_VILE	ESF	Visiting lecturer	0
MPH_WELB	ESF	Well-being at the workplace	10
MPJ_JIIAF	ESF	Foreign Language II/A - French	4
MPJ_JIIAN	ESF	Foreign Language II/A - German	26
MPJ_JIIAR	ESF	Foreign Language II/A - Russian	6
MPJ_JIIAS	ESF	Foreign Language II/A - Spanish	8
MPJ_JIIBA	ESF	Foreign Language II/B - English	0
MPJ_JIIBF	ESF	Foreign Language II/B - French	5
MPJ_JIIBN	ESF	Foreign Language II/B - German	4
MPJ_JIIBR	ESF	Foreign Language II/B - Russian (B2)	0
MPJ_JIIBS	ESF	Foreign Language II/B - Spanish	5
MPJ_JII1Aa	ESF	Foreign Language II/1 - English	22
MPJ_JII1Fa	ESF	Foreign Language II/1 - French	16
MPJ_JII1Na	ESF	Foreign Language II/1 - German	180
MPJ_JII1Ra	ESF	Foreign Language II/1 - Russian	23
MPJ_JII1Sa	ESF	Foreign Language II/1 - Spanish	47
MPJ_JII2Ab	ESF	Foreign Language II/2 - English	3
MPJ_JII2Fb	ESF	Foreign Language II/2 - French	13
MPJ_JII2Nb	ESF	Foreign Language II/2 - German	50
MPJ_JII2Rb	ESF	Foreign Language II/2 - Russian (B2)	8
MPJ_JII2Sb	ESF	Foreign Language II/2 - Spanish	13
MPJ_PJPFD	ESF	Presentation skills and techniques in German	11
MPJ_PJPSFS	ESF	Presentation Skills for Foreign Students	29
MPJ_VTJ2	ESF	Entrance Test for a Language Course II	6
MPM_DPBI	ESF	Data processing with powerBI	44
MPM_EVBA	ESF	Automatic processing of big data in Excel	20
MPM_MAT2	ESF	Mathematics	93
MPM_SQLA	ESF	Big Data with SQL	76
MPM_VSM	ESF	Multivariate Statistical Analysis	28
MPP_CEIT	ESF	Czech and European Law of Information Technologies	24
MPP_OPVZ	ESF	Business Law	86
MPP_PPPP	ESF	Labour Law	6
MPP_PRFI	ESF	Legal investor protection	64
MPP_PRPR	ESF	Labour Law	116
MPP_SOPR	ESF	Competition Law	27
MPR_ADS1	ESF	Diploma seminar 1	1
MPR_ADS2	ESF	Diploma seminar 2	0
MPR_ADTH	ESF	Diploma thesis assignment	1
MPR_DIS1	ESF	Diploma Thesis Seminar 1	27
MPR_DIS2	ESF	Diploma Thesis Seminar 2	10
MPR_EARR	ESF	Environmental aspects of regional development	35
MPR_EUIP	ESF	European Union	6
MPR_FIUC	ESF	Finance of Territorial Units	36
MPR_HOCN	ESF	Value and price of real estate	18
MPR_INTO	ESF	International Tourism	9
MPR_MRMR	ESF	Urban and Regional Development Management	24
MPR_MVRR	ESF	Research methods in regional development	32
MPR_MVSD	ESF	Map visualization of socio-economic data	8
MPR_ORKH	ESF	Protection and Regeneration of Cultural Values in Teritory	61
MPR_PCER	ESF	Tourism Policies	10
MPR_PCEU	ESF	Project Cycle in the EU	35
MPR_PRAX	ESF	Internships	3
MPR_PRCR	ESF	Projects in tourism	9
MPR_PRMA	ESF	Project Management	13
MPR_PRRL	ESF	Programmes of Regional and Community Development	32
MPR_QQRM	ESF	Qualitative and Quantitative Research Methods	8
MPR_RAIP	ESF	Regional and Innovation Policy	6
MPR_RAMM	ESF	Regional and urban marketing	43
MPR_RAPP	ESF	Development and support of enterprise	30
MPR_REP2	ESF	Regional Economics 2	44
MPR_RKVS	ESF	Management and Control in Public Administration	19
MPR_ROVE	ESF	Countryside Development	10
MPR_SEDT	ESF	Sustainable Economic Development of Tourism	8
MPR_SPEC	ESF	Spatial Economy	13
MPR_TDRM	ESF	Tourism Destination and Regional Management	8
MPR_TEDP	ESF	Diploma Thesis	4
MPR_TSCC	ESF	Tourism Sustainability and Climate Change	16
MPR_UDCR	ESF	Sustainable tourism	10
MPV_ACAD	ESF	Academic writing	25
MPV_ADS1	ESF	Diploma seminar 1	5
MPV_ADS2	ESF	Diploma seminar 2	5
MPV_ADTH	ESF	Diploma thesis assignment	1
MPV_AKVS	ESF	Auditing and Controlling in Public Sector	7
MPV_ANVP	ESF	Public Policy Analysis	10
MPV_APF2	ESF	Public Finance 2	1
MPV_APPA	ESF	Public Policy Analysis	1
MPV_APPE	ESF	Public Project Design and Evaluation	1
MPV_ARPM	ESF	Applied Research in Public Policy Making	17
MPV_ASEL	ESF	Selected lectures on public policy and public finance	6
MPV_COMA	ESF	Communication and Managerial Skills Training	11
MPV_CSES	ESF	Civil Society, Economy and the State	5
MPV_DIS1	ESF	Diploma Thesis Seminar 1	35
MPV_DIS2	ESF	Diploma Thesis Seminar 2	7
MPV_EKKU	ESF	Cultural Policy	79
MPV_EKSP	ESF	Sport Policy	36
MPV_EPPE	ESF	European Law	6
MPV_EZTI	ESF	Environmental and transport economics	18
MPV_KDVS	ESF	Lectures on the History of Public Sector	0
MPV_LMSI	ESF	Labour market and socioeconomic inequalities	24
MPV_MAPU	ESF	Public Management	1
MPV_MAUD	ESF	Management Accounting and Taxes in the Non-profit Sector	99
MPV_MDS1	ESF	MFTAP Diploma Thesis Seminar 1	6
MPV_MDS2	ESF	MFTAP Diploma Thesis Seminar 2	2
MPV_MSCR	ESF	Internship in Czech PA	6
MPV_MSEV	ESF	Methodology of empirical research	0
MPV_MZVS	ESF	Research Methods in the Public Sector	8
MPV_ORCH	ESF	Organisational Behavior	0
MPV_PRAC	ESF	Practical Training	3
MPV_PRAX	ESF	Internships	16
MPV_PTPZ	ESF	Labour Market and Employment Policy	15
MPV_PVVS	ESF	Public Projects	6
MPV_RKIS	ESF	Management and Control in PA	2
MPV_RKMD	ESF	Communication and Managerial Skills training	42
MPV_RKMN	ESF	Communication and Managerial Skills	6
MPV_RVVS	ESF	Public Management	19
MPV_SPPO	ESF	EU Policies	7
MPV_TEDP	ESF	Diploma Thesis	3
MPV_VEF2	ESF	Public Finance 2	20
MPV_VEPO	ESF	Public Policy	8
MPV_VESO	ESF	Introduction to Public Sector Economics	8
MPV_VES2	ESF	Public Administration II	19
MPV_VEVO	ESF	Public Choice	18
MPV_VFEU	ESF	Public Finance in CR and EU	6
MPV_VMSF	ESF	Internship in French PA	7
MPV_VRRK	ESF	Communication Skills	8
MPV_VSFR	ESF	Public Administration II	7
MPV_VVSU	ESF	Public Administration I	8
MPV_VZVP	ESF	Design, evaluation and implementation of public projects	18
MPX_PSAB	ESF	Lectures with graduates FEA MU	35
MPX_TPSC	ESF	TOPSEC – propoj se s praxí	31
XCX_SEEM	ESF	Seminar of Economic minds	42
XKX_UJ1A	ESF	Recognition Language 2 - English	68
XKX_UJ1J	ESF	Recognition Language 2	2
XKX_UJ2I	ESF	Recognition Language 2 - Italian	0
XPH_DITR	ESF	Digital Transformation	14
XPH_MUS2	ESF	Interuniversity Student Competition	0
XPH_POKY	ESF	Cybersecurity consulting	0
XPJ_CLB1	ESF	Czech Language for Beginners 1	47
XPJ_CLB2	ESF	Czech Language for Beginners 2	3
XPJ_PRES	ESF	Presenting internationally	12
XPX_JPCJ	ESF	Another subject in a foreign language	28
XPX_LSVZ	ESF	Summer/winter school abroad	0
XPX_SDOC	ESF	Student volunteering	13
XPX_SPRE	ESF	Sports representation of the faculty	2
XPX_UJ1A	ESF	Recognition Language 1 - English	263
XPX_UJ1J	ESF	Recognition Language 1	11
XPX_ZASP	ESF	Study stay abroad	67
XPX_ZAST	ESF	Foreign internship	7
CORE018	FaF	Plants in Health and Disease	88
CORE048	FaF	Drug Design is not about a Fashionable Drug Box	12
CORE049	FaF	Medicines in Everyday Life in the 21st Century	15
CX_0000	FaF		0
C1_DFPL	FaF		0
C1_EFCO	FaF	Effective Communication	0
C1_EMIN	FaF	Emotional intelligence	0
C1_KOPP	FaF		0
C1_KOZN	FaF		2
C1_LOPA	FaF		0
C1_LOPL	FaF		0
C1_LRRL	FaF		0
C1_MELC	FaF	Mentoring, Leadership & Coaching	0
C1_MLFL	FaF	Modern dosage forms and aplication systems: Laboratory preparation	8
C1_MLFT	FaF	Modern dosage forms and aplication systems: Theoretical aspects	13
C1_MLFW	FaF	Modern dosage forms and aplication systems: Technological Workshop	11
C1_OLRR	FaF	Plant substances: How to avoid risks and protect your health	20
C1_PCSB	FaF		0
C1_PCSC	FaF		0
C1_PKS1	FaF		33
C1_PKS2	FaF		79
C1_PKS3	FaF		45
C1_PRET	FaF	Academic presentation techniques	0
C1_SFAM	FaF	Stress-free And Mindful	0
C1_VDLP	FaF		0
C1_VPLB	FaF	Over-the-counter drugs I.: Pain, gastrointestinal diseases and allergies	0
C1_ZFEK	FaF		0
FAAC1_15	FaF	General and Inorganic Chemistry	39
FAAD1_FAF	FaF	Advances in Pharmaceutical Sciences and Practice	77
FAAI1_15	FaF	Analytical Chemistry I	31
FAAI2_15	FaF	Analytical Chemistry II	28
FAAL1_15	FaF	Analysis of Drugs	21
FAAM1_13	FaF	Additive Manufacturing in Pharmaceutical Technology	5
FABC1_16	FaF	Biochemistry	33
FABF1_13	FaF	Biophysics	36
FABF2_13	FaF	Biophysics - Laboratory Practice	23
FABL1_16	FaF	Biotechnology of Drugs	9
FABL2_16	FaF	Biotechnology of Drugs - Practical Classes	2
FABR1_12	FaF	Botany I	38
FABR2_12	FaF	Botany II	38
FABU1_15	FaF	Biopharmaceuticals	16
FACD1_11	FaF	Diploma Thesis I	1
FACD1_12	FaF	Diploma Thesis I	1
FACD1_13	FaF	Diploma Thesis I	3
FACD1_14	FaF	Diploma Thesis I	3
FACD1_15	FaF	Diploma Thesis I	3
FACD1_16	FaF	Diploma Thesis I	1
FACD2_11	FaF	Diploma Thesis II	1
FACD2_12	FaF	Diploma Thesis II	0
FACD2_13	FaF	Diploma Thesis II	1
FACD2_14	FaF	Diploma Thesis II	3
FACD2_15	FaF	Diploma Thesis II	2
FACD2_16	FaF	Diploma Thesis II	2
FACD3_11	FaF	Diploma Thesis III	2
FACD3_12	FaF	Diploma Thesis III	0
FACD3_13	FaF	Diploma Thesis III	6
FACD3_14	FaF	Diploma Thesis III	2
FACD3_15	FaF	Diploma Thesis III	0
FACD3_16	FaF	Diploma Thesis III	0
FACJ1_cjv	FaF	Czech Language	30
FACP1_15	FaF	Food Chemistry and Principles of Dietology	34
FAES1_12	FaF	Electrochemical Sensors in Pharmaceutical and Biomedical Analysis	11
FAEZ1_11	FaF	Economics of Health Care	18
FAFB1_15	FaF	Medicinal Chemistry I	33
FAFB2_15	FaF	Medicinal Chemistry II	20
FAFG1_12	FaF	Pharmacognosy I	27
FAFG2_12	FaF	Pharmacognosy II	25
FAFK1_14	FaF	Pharmacokinetics	9
FAFO1_13	FaF	Dosage Forms and Biopharmacy I	24
FAFO2_13	FaF	Dosage Forms and Biopharmacy II	21
FAFP1_11	FaF	Pharmaceutical Care I	24
FAFP2_11	FaF	Pharmaceutical Care II	22
FAFT1_14	FaF	Pharmacology I	18
FAFT2_14	FaF	Pharmacology II	21
FAFY1_12	FaF	Phytochemistry	35
FAHT1_11	FaF	Health Technology Assessment	6
FAIC1_15	FaF	Interactions of Medicines, People and Environment	41
FAIS1_15	FaF	Applied Statistics	17
FAIZ1_12	FaF	Work with Information Sources	4
FAKC1_11	FaF	Pharmacy Counselling	18
FAKF1_14	FaF	Pharmacotherapy and Clinical Pharmacology	27
FAKJ1_15	FaF	Selected Methods of Drug Quality Control	27
FAKP1_13	FaF	Cosmetic Products	30
FALE1_11	FaF	Introduction to Pharmacy Practice	38
FALF1_13	FaF	Theory of Dosage Forms	18
FALK1_11	FaF	Pharmacy Practice	11
FALR1_12	FaF	Production of Medicinal Plants	6
FALT1_15	FaF	Basic Chemical Calculations	38
FAMB1_16	FaF	Microbiology	35
FAMC1_14	FaF	Human Morphology	48
FAME1_16	FaF	Molecular Biology	34
FAMF1_15	FaF	Forensic Analysis Methods	76
FAMG1_16	FaF	Methods of Molecular Biology	10
FAMI1_12	FaF	Modern Methods of Extraction and Identification of Natural Compounds	6
FANL1_13	FaF	Technology of Hospital Pharmaceuticals	3
FAOB1_14	FaF	Biology	43
FAOC1_15	FaF	Organic Chemistry	43
FAOL1_cjv	FaF	Professional Latin I	39
FAOL2_cjv	FaF	Professional Latin II	28
FAPB1_16	FaF	Pathobiochemistry	9
FAPC1_14	FaF	Human Physiology and Pathophysiology I	31
FAPC2_14	FaF	Human Physiology and Pathophysiology II	32
FAPE1_11	FaF	Pharmacy Law and Ethics	24
FAPL1_11	FaF	Introductory Pharmacy Internship - 2 weeks	26
FAPP1_14	FaF	Premedical First Aid	25
FARI1_11	FaF	Managed Pharmaceutical Practice I - 2 weeks	12
FARI2_11	FaF	Managed Pharmaceutical Practice II - 2 weeks	5
FARP1_11	FaF	Pharmacy Internship I - 2 weeks	18
FASC1_12	FaF	Supramolecular Pharmacy	12
FASF1_11	FaF	Social Pharmacy	20
FASI1_15	FaF	Substance Interactions Analysis	61
FASM1_11	FaF	Internship II - 24 weeks	6
FASO1_15	FaF	Organic Chemistry Seminar	32
FASU1_13	FaF	Physical Chemistry	35
FATD1_14	FaF	Therapeutic Drug Monitoring in Clinical Practice	5
FATO1_14	FaF	Toxicology	29
FAUD1_11	FaF	Introduction to Study and History of Pharmacy	40
FAVG1_13	FaF	Advanced Drug Delivery	6
FAVP1_14	FaF	Non-prescription Medicines	11
FAZV1_15	FaF	Molecular Principles of Drug Design	4
FDAAF1_FAF	FaF	Solid Phase Analysis	0
FDABL_FAF	FaF	Safety and Quality of Drugs	0
FDAEM_FAF	FaF	Economics and Management in Pharmacy	0
FDAFE_FAF	FaF	Pharmacoepidemiology	0
FDAFL_FAF	FaF	Pharmacology	0
FDAFP_FAF	FaF	Pharmaceutical Care	0
FDAFT_FAF	FaF	Pharmaceutical Toxicology	0
FDAFV_FAF	FaF	Pharmacovigilance	0
FDALR_FAF	FaF	Regulatory Affairs	0
FDAPP_FAF	FaF	Propaedeutic of Scientific Work	0
FDASJ_FAF	FaF	English language	1
FDASM_FAF	FaF	Separation Analytical Methods	0
FDASN_FAF	FaF	Basics of Social Sciences in Health Care	0
FDAVZ_FAF	FaF	Public Health and Organization of the Pharmacy	0
FDCaAC_FAF	FaF	General and Inorganic Chemistry	0
FDCaAI_FAF	FaF	Analytical Chemistry	0
FDCaAL_FAF	FaF	Analysis of Drugs	0
FDCaBA_FAF	FaF	Biofarmaceutics	0
FDCaBC_FAF	FaF	Biochemistry	0
FDCaBO_FAF	FaF	Bioorganic Chemistry	0
FDCAC_FAF	FaF	General and Inorganic Chemistry	1
FDCaFB_FAF	FaF	Medicinal Chemistry	0
FDCaFL_FAF	FaF	Pharmacology	0
FDCAI_FAF	FaF	Analytical Chemistry	0
FDCAL_FAF	FaF	Analysis of Drugs	0
FDCaME_FAF	FaF	Molecular Biology	0
FDCaOC_FAF	FaF	Organic Chemistry	0
FDCaPP_FAF	FaF	Propaedeutic of Scientific Work	0
FDCaSA_FAF	FaF	Instrumental Methods of Structural Analysis	0
FDCaSB_FAF	FaF	Structural Biology and Chemistry of Drugs	0
FDCaSU_FAF	FaF	Physical Chemistry	0
FDCaZV_FAF	FaF	Molecular Bases of Drug Development	0
FDCBA_FAF	FaF	Biofarmaceutics	1
FDCBC_FAF	FaF	Biochemistry	0
FDCBO_FAF	FaF	Bioorganic Chemistry	0
FDCFB_FAF	FaF	Medicinal Chemistry	3
FDCFL_FAF	FaF	Pharmacology	0
FDCME_FAF	FaF	Molecular Biology	0
FDCOC_FAF	FaF	Organic Chemistry	0
FDCPP_FAF	FaF	Propaedeutic of Scientific Work	0
FDCSA_FAF	FaF	Instrumental Methods of Structural Analysis	0
FDCSB_FAF	FaF	Structural Biology and Chemistry of Drugs	0
FDCSJ_FAF	FaF	English Language	0
FDCSU_FAF	FaF	Physical Chemistry	0
FDCZV_FAF	FaF	Molecular Bases of Drug Development	0
FDFAJ_FAF	FaF	English language	0
FDFBC_FAF	FaF	Biochemistry	0
FDFFL_FAF	FaF	Pharmacology	0
FDFFT_FAF	FaF	Pharmaceutical Toxicology	5
FDFKB_FAF	FaF	Clinical Biochemistry	0
FDFKF_FAF	FaF	Clinical Pharmacology	1
FDFPF_FAF	FaF	Pathophysiology	1
FDFPP_FAF	FaF	Propaedeutic of Scientific Work	0
FDGaAI_FAF	FaF	Analytical Chemistry	0
FDGaAR_FAF	FaF	Plant Anatomy	0
FDGaBC_FAF	FaF	Biochemistry	0
FDGaFL_FAF	FaF	Pharmacology	0
FDGaFR_FAF	FaF	Physiology of Plants	0
FDGaFZ_FAF	FaF	Physico-chemical Fundamentals of NMR	0
FDGAI_FAF	FaF	Analytical Chemistry	0
FDGaMB_FAF	FaF	Microbiology	0
FDGaME_FAF	FaF	Molecular Biology	0
FDGaPM_FAF	FaF	Separative and Analytical Methods	0
FDGaPP_FAF	FaF	Propaedeutic of Scientific Work	0
FDGAR_FAF	FaF	Plant Anatomy	0
FDGaSZ_FAF	FaF	Pharmacognosy	0
FDGBC_FAF	FaF	Biochemistry	0
FDGFL_FAF	FaF	Pharmacology	1
FDGFR_FAF	FaF	Physiology of Plants	0
FDGFZ_FAF	FaF	Physico-chemical Fundamentals of NMR	0
